C-125A1PS3,CP041614.1,100.000,19,0,0,4,22,5241503,5241485,9.5,35.6
C-125A1PS3,CP029468.1,91.667,24,2,0,3,26,1158384,1158407,9.5,35.6
C-125A1PS3,LR594049.1,91.667,24,2,0,3,26,348759,348736,9.5,35.6
C-125A1PS3,LR594041.1,91.667,24,2,0,3,26,349723,349700,9.5,35.6
C-125A1PS3,CP028516.1,91.667,24,2,0,3,26,1166593,1166616,9.5,35.6
C-125A1PS3,CP035945.1,100.000,19,0,0,5,23,1669618,1669600,9.5,35.6
C-125A1PS3,LR134291.1,91.667,24,2,0,3,26,354664,354641,9.5,35.6
C-125A1PS3,LS483375.1,91.667,24,2,0,3,26,330722,330699,9.5,35.6
C-125A1PS3,LS483341.1,91.667,24,2,0,3,26,326377,326354,9.5,35.6
C-125A1PS3,CP020383.1,91.667,24,2,0,3,26,1072188,1072211,9.5,35.6
C-125A1PS3,CP020450.2,91.667,24,2,0,3,26,444024,444047,9.5,35.6
C-125A1PS3,CP023511.1,91.667,24,2,0,3,26,299121,299144,9.5,35.6
C-125A1PS3,CP016315.1,91.667,24,2,0,3,26,1157539,1157562,9.5,35.6
C-125A1PS3,CP020803.1,91.667,24,2,0,3,26,1430375,1430352,9.5,35.6
C-125A1PS3,CP020804.1,91.667,24,2,0,3,26,1029105,1029082,9.5,35.6
C-125A1PS3,CP020557.1,91.667,24,2,0,1,24,3582323,3582346,9.5,35.6
C-125A1PS3,KY502195.1,91.667,24,2,0,9,32,35391,35414,9.5,35.6
C-125A1PS3,CP013243.1,100.000,19,0,0,1,19,254448,254466,9.5,35.6
C-125A1PS3,CP013242.1,100.000,19,0,0,1,19,1328689,1328707,9.5,35.6
C-125A1PS3,CP017295.1,91.667,24,2,0,3,26,524998,524975,9.5,35.6
C-125A1PS3,CP015727.1,91.667,24,2,0,3,26,445056,445079,9.5,35.6
C-125A1PS3,CP000725.1,91.667,24,2,0,3,26,354829,354806,9.5,35.6
C-125A1PS4,BA000004.3,100.000,35,0,0,1,35,339974,340008,1.95e-08,64.4
C-125A1PS4,CP017675.1,92.000,25,2,0,3,27,22408,22384,2.7,37.4
C-125A1PS4,CP033933.1,100.000,19,0,0,3,21,1072798,1072780,9.5,35.6
C-125A1PS4,CP018332.1,91.667,24,2,0,3,26,460027,460004,9.5,35.6
C-125A1PS4,CP022283.1,91.667,24,2,0,3,26,2361274,2361251,9.5,35.6
C-125A1PS4,LN997846.1,91.667,24,2,0,3,26,494714,494691,9.5,35.6
C-125A1PS4,LN865143.1,91.667,24,2,0,3,26,494741,494718,9.5,35.6
C-125A1PS5,BA000004.3,100.000,35,0,0,1,35,340041,340075,1.95e-08,64.4
C-125A1PS5,NC_041879.1,91.429,35,3,0,1,35,3543,3577,4.30e-04,50.9
C-125A1PS5,CP002771.1,91.667,24,2,0,8,31,1257240,1257217,9.5,35.6
C-125A1PS6,BA000004.3,100.000,36,0,0,1,36,340108,340143,5.60e-09,66.2
C-125A1PS6,CP046037.1,85.714,35,5,0,2,36,940148,940182,0.22,41.9
C-125A1PS6,CP025206.1,85.714,35,5,0,2,36,952009,951975,0.22,41.9
C-125A1PS6,CP025136.1,85.714,35,5,0,2,36,1015152,1015186,0.22,41.9
C-125A1PS6,CP022709.1,85.714,35,5,0,2,36,1677270,1677304,0.22,41.9
C-125A1PS6,CP020459.1,85.714,35,5,0,2,36,169566,169600,0.22,41.9
C-125A1PS6,CP019980.1,89.286,28,3,0,2,29,3671846,3671819,2.7,38.3
C-125A1PS6,LT629764.1,95.652,23,1,0,6,28,4060855,4060877,2.7,38.3
C-125A1PS6,CP045541.1,100.000,20,0,0,12,31,114811,114830,2.7,37.4
C-125A1PS6,CP040911.1,100.000,20,0,0,12,31,312821,312802,2.7,37.4
C-125A1PS6,CP027250.2,100.000,20,0,0,12,31,300534,300515,2.7,37.4
C-125A1PS6,CP042364.1,100.000,20,0,0,12,31,1833788,1833807,2.7,37.4
C-125A1PS6,CP038258.1,100.000,20,0,0,12,31,2585902,2585921,2.7,37.4
C-125A1PS6,CP038262.1,100.000,20,0,0,12,31,757563,757544,2.7,37.4
C-125A1PS6,CP033525.1,100.000,20,0,0,12,31,335207,335188,2.7,37.4
C-125A1PS6,CP033540.1,100.000,20,0,0,12,31,291322,291303,2.7,37.4
C-125A1PS6,CP033568.1,100.000,20,0,0,12,31,326244,326225,2.7,37.4
C-125A1PS6,CP033520.1,100.000,20,0,0,12,31,311804,311785,2.7,37.4
C-125A1PS6,CP022725.1,100.000,20,0,0,4,23,3164074,3164093,2.7,37.4
C-125A1PS6,CP018332.1,100.000,20,0,0,12,31,3382802,3382821,2.7,37.4
C-125A1PS6,CP021342.1,100.000,20,0,0,12,31,1244439,1244458,2.7,37.4
C-125A1PS6,CP020559.1,92.000,25,2,0,1,25,4369650,4369626,2.7,37.4
C-125A1PS6,CP017603.1,92.000,25,2,0,1,25,977098,977074,2.7,37.4
C-125A1PS6,CP028083.1,95.833,24,0,1,3,25,3370828,3370851,9.5,36.5
C-125A1PS6,CP032412.1,95.455,22,1,0,2,23,3510245,3510224,9.5,36.5
C-125A1PS6,CP025746.1,88.889,27,3,0,3,29,4845832,4845806,9.5,36.5
C-125A1PS6,CP018902.1,95.455,22,1,0,14,35,27933,27954,9.5,36.5
C-125A1PS6,CP020866.1,95.455,22,1,0,6,27,6160377,6160356,9.5,36.5
C-125A1PS6,CP028366.1,95.455,22,1,0,6,27,1711519,1711498,9.5,36.5
C-125A1PS6,CP015286.1,95.455,22,1,0,6,27,1796361,1796382,9.5,36.5
C-125A1PS6,CP002634.1,95.455,22,1,0,14,35,888094,888115,9.5,36.5
C-125A1PS6,FN597644.1,95.455,22,1,0,14,35,904018,904039,9.5,36.5
C-125A1PS6,LR594042.1,86.667,30,1,1,8,34,560585,560556,9.5,35.6
C-125A1PS6,LR134282.1,86.667,30,1,1,8,34,566417,566388,9.5,35.6
C-125A1PS6,AP017991.1,100.000,19,0,0,18,36,4304534,4304516,9.5,35.6
C-125A1PS6,LT906462.1,91.667,24,2,0,10,33,10383,10360,9.5,35.6
C-125A1PS6,CP001690.1,100.000,19,0,0,4,22,390812,390794,9.5,35.6
C-125A1PS7,BA000004.3,100.000,34,0,0,1,34,340176,340209,6.82e-08,62.6
C-125A1PS7,CP012559.1,89.655,29,3,0,3,31,1648647,1648619,0.78,40.1
C-125A1PS7,CP012559.1,87.097,31,3,1,1,30,373782,373812,9.5,35.6
C-125A1PS7,MN693948.1,95.455,22,1,0,2,23,23320,23341,9.5,36.5
C-125A1PS7,CP025086.1,95.455,22,1,0,2,23,2142871,2142892,9.5,36.5
C-125A1PS7,LT984801.1,95.455,22,1,0,2,23,1636358,1636337,9.5,36.5
C-125A1PS7,LT976871.1,95.455,22,1,0,2,23,1700978,1700957,9.5,36.5
C-125A1PS7,LT906449.1,95.455,22,1,0,2,23,83659,83680,9.5,36.5
C-125A1PS7,CP022527.1,86.667,30,0,1,4,33,2134563,2134538,9.5,36.5
C-125A1PS7,CP012836.1,88.889,27,3,0,4,30,229159,229133,9.5,36.5
C-125A1PS7,CP014227.1,95.455,22,1,0,2,23,1780664,1780643,9.5,36.5
C-125A1PS7,FP929052.1,92.308,26,0,1,8,31,1379014,1379039,9.5,36.5
C-125A1PS7,CU633749.1,95.455,22,1,0,2,23,1642836,1642815,9.5,36.5
C-125A1PS7,CP042825.1,86.207,29,4,0,1,29,677734,677762,9.5,35.6
C-125A1PS7,LR664358.1,91.667,24,2,0,2,25,26660474,26660451,9.5,35.6
C-125A1PS7,CP014024.2,100.000,19,0,0,6,24,2921930,2921912,9.5,35.6
C-125A1PS7,CP018154.1,92.308,26,1,1,6,31,1363229,1363205,9.5,35.6
C-125A1PS7,CP015110.1,91.667,24,2,0,3,26,3084487,3084510,9.5,35.6
C-125A1PS7,CP007638.1,100.000,19,0,0,10,28,3978818,3978800,9.5,35.6
C-125A1PS7,HG916855.1,91.667,24,2,0,9,32,900033,900056,9.5,35.6
C-125A1PS7,AP013518.1,100.000,19,0,0,2,20,8713,8731,9.5,35.6
C-125A1PS7,CP003281.1,100.000,19,0,0,3,21,767699,767681,9.5,35.6
C-125A1PS8,BA000004.3,100.000,35,0,0,1,35,340242,340276,1.95e-08,64.4
C-125A1PS8,CP019397.1,92.308,26,2,0,7,32,4734763,4734738,0.78,39.2
C-125A1PS8,CP019427.1,92.308,26,2,0,7,32,4734758,4734733,0.78,39.2
C-125A1PS8,CP016768.2,95.455,22,1,0,14,35,552516,552537,9.5,36.5
C-125A1PS8,CP009279.1,95.455,22,1,0,13,34,1840903,1840882,9.5,36.5
C-125A1PS8,LR664344.1,91.667,24,2,0,2,25,51458064,51458087,9.5,35.6
C-125A1PS8,CP031010.1,100.000,19,0,0,13,31,62418,62400,9.5,35.6
C-125A1PS8,CP015378.1,91.667,24,2,0,4,27,723354,723377,9.5,35.6
C-125A1PS8,CP012034.1,100.000,19,0,0,6,24,1823220,1823202,9.5,35.6
C-125A1PS9,BA000004.3,100.000,34,0,0,1,34,340309,340342,6.82e-08,62.6
C-125A1PS9,CP016843.1,91.667,24,2,0,1,24,283599,283622,9.5,35.6
C-125A1PS9,CP012900.1,100.000,19,0,0,7,25,2741036,2741054,9.5,35.6
C-125A1PS10,BA000004.3,100.000,36,0,0,1,36,340375,340410,5.60e-09,66.2
C-125A1PS10,CP001188.1,92.308,26,2,0,2,27,30258,30233,0.78,39.2
C-125A1PS10,CP018153.1,89.655,29,1,1,7,33,1051115,1051087,2.7,37.4
C-125A1PS10,CP014787.1,95.455,22,1,0,8,29,436959,436938,9.5,36.5
C-125A1PS10,CP047112.1,91.667,24,2,0,1,24,2876378,2876401,9.5,35.6
C-125A1PS10,CP045538.2,91.667,24,2,0,1,24,2775709,2775732,9.5,35.6
C-125A1PS10,CP044134.1,91.667,24,2,0,1,24,2762841,2762864,9.5,35.6
C-125A1PS10,CP044136.1,91.667,24,2,0,1,24,2762953,2762976,9.5,35.6
C-125A1PS10,CP044135.1,91.667,24,2,0,1,24,2765046,2765069,9.5,35.6
C-125A1PS10,CP044028.1,91.667,24,2,0,1,24,2297180,2297203,9.5,35.6
C-125A1PS10,CP043870.1,91.667,24,2,0,1,24,2002095,2002118,9.5,35.6
C-125A1PS10,CP043332.1,91.667,24,2,0,1,24,2844479,2844502,9.5,35.6
C-125A1PS10,CP042907.1,91.667,24,2,0,1,24,2885294,2885317,9.5,35.6
C-125A1PS10,LR664368.1,91.667,24,2,0,10,33,17701032,17701009,9.5,35.6
C-125A1PS10,CP041391.1,91.667,24,2,0,1,24,622809,622832,9.5,35.6
C-125A1PS10,CP029487.1,91.667,24,2,0,3,26,3392797,3392820,9.5,35.6
C-125A1PS10,LR215983.1,91.667,24,2,0,3,26,1191094,1191117,9.5,35.6
C-125A1PS10,CP034090.1,91.667,24,2,0,1,24,530054,530031,9.5,35.6
C-125A1PS10,LR134205.1,91.667,24,2,0,1,24,2629309,2629332,9.5,35.6
C-125A1PS10,CP029725.1,91.667,24,2,0,1,24,270586,270563,9.5,35.6
C-125A1PS10,CP023273.1,91.667,24,2,0,1,24,1274294,1274317,9.5,35.6
C-125A1PS10,CP029133.1,91.667,24,2,0,1,24,570011,569988,9.5,35.6
C-125A1PS10,CP028522.1,91.667,24,2,0,1,24,1347272,1347249,9.5,35.6
C-125A1PS10,CP028356.1,91.667,24,2,0,1,24,3304457,3304434,9.5,35.6
C-125A1PS10,CP026051.1,91.667,24,2,0,1,24,1159638,1159661,9.5,35.6
C-125A1PS10,CP026581.1,91.667,24,2,0,1,24,2783178,2783201,9.5,35.6
C-125A1PS10,CP026571.1,91.667,24,2,0,1,24,2696628,2696651,9.5,35.6
C-125A1PS10,CP026059.1,91.667,24,2,0,1,24,2601205,2601228,9.5,35.6
C-125A1PS10,CP026062.1,91.667,24,2,0,1,24,1113119,1113096,9.5,35.6
C-125A1PS10,CP026044.1,91.667,24,2,0,1,24,922579,922556,9.5,35.6
C-125A1PS10,CP017085.1,91.667,24,2,0,1,24,3113111,3113134,9.5,35.6
C-125A1PS10,CP017082.1,91.667,24,2,0,1,24,2529000,2528977,9.5,35.6
C-125A1PS10,CP022022.1,91.667,24,2,0,4,27,821627,821604,9.5,35.6
C-125A1PS10,CP021852.1,91.667,24,2,0,1,24,3610663,3610640,9.5,35.6
C-125A1PS10,CP021694.1,91.667,24,2,0,1,24,1743452,1743429,9.5,35.6
C-125A1PS10,CP021550.1,91.667,24,2,0,1,24,3668970,3668947,9.5,35.6
C-125A1PS10,CP020052.1,91.667,24,2,0,1,24,2472819,2472796,9.5,35.6
C-125A1PS10,CP015347.1,91.667,24,2,0,1,24,1123079,1123056,9.5,35.6
C-125A1PS10,CP011914.1,91.667,24,2,0,3,26,3569522,3569499,9.5,35.6
C-125A1PS10,CP012675.1,91.667,24,2,0,1,24,2576623,2576646,9.5,35.6
C-125A1PS10,CP012674.1,91.667,24,2,0,1,24,2574490,2574513,9.5,35.6
C-125A1PS10,CP009122.1,91.667,24,2,0,9,32,3890643,3890666,9.5,35.6
C-125A1PS10,KF740664.1,91.667,24,2,0,3,26,369946,369923,9.5,35.6
C-125A1PS10,CP004022.1,91.667,24,2,0,1,24,2224034,2224057,9.5,35.6
C-125A1PS10,FP929033.1,91.667,24,2,0,4,27,617934,617911,9.5,35.6
C-125A1PS10,AM942759.1,91.667,24,2,0,1,24,2100033,2100056,9.5,35.6
C-125A1PS11,BA000004.3,100.000,34,0,0,1,34,340443,340476,6.82e-08,62.6
C-125A1PS11,CP012023.1,100.000,19,0,0,2,20,1814988,1814970,9.5,35.6
C-125A1PS11,CP009302.1,100.000,19,0,0,4,22,272166,272184,9.5,35.6
C-125A1PS12,BA000004.3,100.000,33,0,0,1,33,340509,340541,2.38e-07,60.8
C-125A1PS12,CP044974.1,95.652,23,1,0,3,25,53217,53239,2.7,38.3
C-125A1PS12,CP044977.1,95.652,23,1,0,3,25,55765,55787,2.7,38.3
C-125A1PS12,LR594693.1,95.652,23,1,0,3,25,8955,8933,2.7,38.3
C-125A1PS12,LR594677.1,95.652,23,1,0,3,25,8886,8864,2.7,38.3
C-125A1PS12,CP027664.1,95.652,23,1,0,11,33,2924902,2924924,2.7,38.3
C-125A1PS12,CP011854.1,95.652,23,1,0,11,33,1449780,1449802,2.7,38.3
C-125A1PS12,CP002622.1,95.652,23,1,0,11,33,1592921,1592943,2.7,38.3
C-125A1PS12,LS398110.1,95.455,22,1,0,6,27,258797,258776,9.5,36.5
C-125A1PS12,CP014056.2,88.889,27,3,0,7,33,2548881,2548855,9.5,36.5
C-125A1PS12,CP024310.1,91.667,24,2,0,1,24,260530,260507,9.5,35.6
C-125A1PS12,CP012154.1,100.000,19,0,0,11,29,1353003,1353021,9.5,35.6
C-125A1PS12,CP011509.1,91.667,24,2,0,4,27,9641815,9641792,9.5,35.6
C-125A1PS12,CP001389.1,91.667,24,2,0,1,24,684546,684523,9.5,35.6
C-125A1PS13,BA000004.3,100.000,35,0,0,1,35,340574,340608,1.95e-08,64.4
C-125A1PS13,CP002345.1,92.857,28,2,0,1,28,1482500,1482473,0.064,42.8
C-125A1PS13,CP024121.1,96.000,25,1,0,6,30,7654,7630,0.22,41.9
C-125A1PS13,CP024117.1,96.000,25,1,0,6,30,1198,1222,0.22,41.9
C-125A1PS13,CP024114.1,96.000,25,1,0,6,30,24187,24163,0.22,41.9
C-125A1PS13,CP024105.1,96.000,25,1,0,6,30,17673,17697,0.22,41.9
C-125A1PS13,CP024102.1,96.000,25,1,0,6,30,43677,43653,0.22,41.9
C-125A1PS13,CP024099.1,96.000,25,1,0,6,30,26232,26256,0.22,41.9
C-125A1PS13,CP003642.1,100.000,22,0,0,7,28,3664986,3664965,0.22,41.0
C-125A1PS13,CP046313.1,92.308,26,2,0,7,32,1703590,1703615,0.78,39.2
C-125A1PS13,CP034752.1,90.000,30,2,1,1,29,1060778,1060807,2.7,38.3
C-125A1PS13,CP046376.1,92.000,25,2,0,3,27,2945187,2945163,2.7,37.4
C-125A1PS13,LT607734.1,100.000,20,0,0,10,29,1142313,1142294,2.7,37.4
C-125A1PS13,CP047088.1,92.000,25,2,0,6,30,38249,38273,2.7,37.4
C-125A1PS13,CP033557.1,92.000,25,2,0,5,29,3602260,3602236,2.7,37.4
C-125A1PS13,CP016361.1,92.000,25,2,0,6,30,47255,47231,2.7,37.4
C-125A1PS13,CP015750.1,92.000,25,2,0,3,27,2767317,2767341,2.7,37.4
C-125A1PS13,CP028102.1,88.889,27,3,0,5,31,844428,844402,9.5,36.5
C-125A1PS13,AP017935.1,87.097,31,2,1,1,31,1783704,1783732,9.5,36.5
C-125A1PS13,CP020731.1,87.097,31,2,1,1,31,1269313,1269285,9.5,36.5
C-125A1PS13,CP015247.1,87.097,31,2,1,1,31,1535456,1535484,9.5,36.5
C-125A1PS13,CP012009.1,87.097,31,2,1,1,31,313667,313695,9.5,36.5
C-125A1PS13,CP000743.1,95.455,22,1,0,8,29,1260676,1260655,9.5,36.5
C-125A1PS13,CP040344.1,100.000,19,0,0,8,26,1483870,1483888,9.5,35.6
C-125A1PS13,CP041071.1,100.000,19,0,0,8,26,3908920,3908938,9.5,35.6
C-125A1PS13,CP038145.1,100.000,19,0,0,5,23,1794974,1794992,9.5,35.6
C-125A1PS13,CP037992.1,100.000,19,0,0,8,26,3815765,3815747,9.5,35.6
C-125A1PS13,CP036356.1,100.000,19,0,0,8,26,2036135,2036153,9.5,35.6
C-125A1PS13,CP024771.1,100.000,19,0,0,8,26,1469432,1469450,9.5,35.6
C-125A1PS13,CP034548.1,100.000,19,0,0,8,26,146910,146892,9.5,35.6
C-125A1PS13,LS483408.1,91.667,24,2,0,12,35,1548818,1548841,9.5,35.6
C-125A1PS13,LS483397.1,91.667,24,2,0,12,35,1541171,1541194,9.5,35.6
C-125A1PS13,CP022510.1,91.667,24,2,0,4,27,478076,478053,9.5,35.6
C-125A1PS13,CP022435.1,91.667,24,2,0,12,35,1432370,1432393,9.5,35.6
C-125A1PS13,CP020937.1,100.000,19,0,0,8,26,5088127,5088145,9.5,35.6
C-125A1PS13,CP019389.1,100.000,19,0,0,17,35,1591778,1591796,9.5,35.6
C-125A1PS13,CP015589.1,100.000,19,0,0,8,26,1533748,1533766,9.5,35.6
C-125A1PS13,CP013000.1,100.000,19,0,0,8,26,1770345,1770363,9.5,35.6
C-125A1PS13,CP009590.1,100.000,19,0,0,8,26,2623423,2623405,9.5,35.6
C-125A1PS13,CP009369.1,100.000,19,0,0,8,26,5144759,5144741,9.5,35.6
C-125A1PS13,CP009941.1,100.000,19,0,0,8,26,77125,77107,9.5,35.6
C-125A1PS13,CP003630.1,92.308,26,1,1,4,28,2595145,2595120,9.5,35.6
C-125A1PS13,CP003304.1,86.207,29,4,0,2,30,353641,353669,9.5,35.6
C-125A1PS13,CP000903.1,100.000,19,0,0,8,26,5116131,5116149,9.5,35.6
C-125A1PS13,CP000409.1,86.207,29,4,0,2,30,354596,354624,9.5,35.6
C-125A1PS13,AY373975.1,100.000,19,0,0,8,26,2474,2492,9.5,35.6
C-125A1PS13,DQ153387.1,100.000,19,0,0,8,26,792,774,9.5,35.6
C-125A1PS13,DQ301441.1,100.000,19,0,0,8,26,3040,3022,9.5,35.6
C-125A1PS13,DQ301434.1,100.000,19,0,0,8,26,3040,3022,9.5,35.6
C-125A1PS13,AJ583466.1,100.000,19,0,0,8,26,527,509,9.5,35.6
C-125A1PS13,AY776146.1,100.000,19,0,0,8,26,527,509,9.5,35.6
C-125A1PS14,CP040441.1,100.000,33,0,0,1,33,354932,354964,2.38e-07,60.8
C-125A1PS14,BA000004.3,100.000,33,0,0,1,33,340641,340673,2.38e-07,60.8
C-125A1PS14,AE014184.1,100.000,21,0,0,8,28,372678,372658,0.78,39.2
C-125A1PS14,BX251411.1,100.000,21,0,0,8,28,196679,196699,0.78,39.2
C-125A1PS14,LR664347.1,100.000,20,0,0,10,29,80013338,80013357,2.7,37.4
C-125A1PS14,LR699012.1,92.000,25,2,0,1,25,38652,38676,2.7,37.4
C-125A1PS14,FP929061.1,92.000,25,2,0,1,25,269311,269335,2.7,37.4
C-125A1PS14,CP024677.1,91.667,24,2,0,3,26,2304715,2304738,9.5,35.6
C-125A1PS14,CP034492.1,91.667,24,2,0,5,28,12950962,12950985,9.5,35.6
C-125A1PS14,KX244616.1,92.308,26,1,1,7,31,13689,13664,9.5,35.6
C-125A1PS14,CP016762.1,91.667,24,2,0,3,26,2915062,2915039,9.5,35.6
C-125A1PS14,CP016762.1,91.667,24,2,0,3,26,2960519,2960496,9.5,35.6
C-125A1PS14,CP000653.1,91.667,24,2,0,3,26,1123249,1123272,9.5,35.6
C-125A1PS15,CP040441.1,100.000,36,0,0,1,36,354997,355032,5.60e-09,66.2
C-125A1PS15,BA000004.3,100.000,36,0,0,1,36,340706,340741,5.60e-09,66.2
C-125A1PS15,CP006903.1,90.323,31,2,1,4,33,1874345,1874315,0.78,40.1
C-125A1PS15,FR745875.1,90.323,31,2,1,4,33,3069211,3069181,0.78,40.1
C-125A1PS15,CP001056.1,90.323,31,2,1,4,33,3069507,3069477,0.78,40.1
C-125A1PS15,CP041036.1,93.333,30,0,2,8,35,2414460,2414431,0.78,39.2
C-125A1PS15,CP039928.1,93.333,30,0,2,8,35,4415286,4415315,0.78,39.2
C-125A1PS15,CP027569.1,85.714,35,3,1,1,33,1607509,1607475,0.78,39.2
C-125A1PS15,CP042399.1,95.652,23,1,0,11,33,204548,204570,2.7,38.3
C-125A1PS15,CP033608.1,95.652,23,1,0,11,33,1424174,1424196,2.7,38.3
C-125A1PS15,CP033917.1,89.286,28,3,0,1,28,2552089,2552062,2.7,38.3
C-125A1PS15,LR134374.1,87.500,32,2,1,2,31,1890107,1890138,2.7,38.3
C-125A1PS15,LT906457.1,87.500,32,2,1,2,31,2746622,2746653,2.7,38.3
C-125A1PS15,LT906452.1,87.500,32,2,1,2,31,2302318,2302287,2.7,38.3
C-125A1PS15,CP015199.1,89.286,28,3,0,1,28,881586,881613,2.7,38.3
C-125A1PS15,CP011105.1,87.500,32,2,1,2,31,3130954,3130985,2.7,38.3
C-125A1PS15,CP012019.1,87.500,32,2,1,2,31,3068357,3068388,2.7,38.3
C-125A1PS15,FQ958210.1,87.500,32,2,1,2,31,2949903,2949934,2.7,38.3
C-125A1PS15,LR664356.1,92.000,25,2,0,5,29,52569989,52569965,2.7,37.4
C-125A1PS15,AP019831.1,87.097,31,1,1,4,31,1384392,1384362,2.7,37.4
C-125A1PS15,CP034496.1,100.000,20,0,0,10,29,50508411,50508430,2.7,37.4
C-125A1PS15,AP012549.1,90.323,31,0,2,2,29,1535828,1535798,2.7,37.4
C-125A1PS15,CP039456.1,95.455,22,1,0,11,32,185296,185275,9.5,36.5
C-125A1PS15,CP033520.1,88.889,27,3,0,2,28,2544722,2544696,9.5,36.5
C-125A1PS15,CP029822.1,95.455,22,1,0,1,22,765077,765056,9.5,36.5
C-125A1PS15,CP031188.1,84.375,32,5,0,2,33,1992359,1992390,9.5,36.5
C-125A1PS15,LT960784.1,88.889,27,3,0,6,32,1318790,1318764,9.5,36.5
C-125A1PS15,CP020459.1,88.889,27,3,0,6,32,1242126,1242100,9.5,36.5
C-125A1PS15,CP003561.1,88.889,27,3,0,4,30,982398,982372,9.5,36.5
C-125A1PS15,CP003946.1,95.455,22,1,0,7,28,1856847,1856868,9.5,36.5
C-125A1PS15,CP003946.1,95.455,22,1,0,7,28,4327849,4327828,9.5,36.5
C-125A1PS15,CP031072.1,82.353,34,6,0,3,36,75403,75436,9.5,35.6
C-125A1PS15,CP019721.1,91.667,24,2,0,9,32,1702014,1702037,9.5,35.6
C-125A1PS15,CP012036.1,100.000,19,0,0,1,19,4235187,4235205,9.5,35.6
C-125A1PS15,AP014723.1,86.667,30,1,1,1,27,52656,52685,9.5,35.6
C-125A1PS15,CP009691.1,82.353,34,6,0,3,36,210022,209989,9.5,35.6
C-125A1PS15,AJ001657.1,100.000,19,0,0,17,35,1051,1033,9.5,35.6
C-125A1PS15,U56827.1,100.000,19,0,0,17,35,1865,1847,9.5,35.6
